player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Jason Richardson,richaja01,2012,3254,1739,0.440306361,0.33909853,0.779404892,3.144809482,2.862821141,0.281988341,0.589247936,0.537400574,1.12664851,0.135903125
Quentin Richardson,richaqu01,2012,1759,940,-2.591867515,0.511305218,-2.080562297,0.309086768,0.531616513,-0.222529745,-2.704907518,0.165320998,-2.539586519,0.487873889
Luke Ridnour,ridnolu01,2012,3441,1750,1.447600148,-1.076028983,0.371571165,2.787184365,2.787184365,0,1.121395028,-0.331973498,0.78942153,0.00296726
Nate Robinson,robinna01,2012,2318,1192,3.250917455,-1.335742237,1.915175218,2.853251119,2.853251119,0,3.288596102,-0.697554099,2.591042003,0.523593211
Rajon Rondo,rondora01,2012,5227,2767,2.874384349,1.432791889,4.307176238,10.05799803,5.954518979,4.103479055,2.81978331,1.674701631,4.49448494,-0.544042742
Derrick Rose,rosede01,2012,2651,1412,5.043827737,-0.037372176,5.006455561,5.563450453,5.420996333,0.14245412,5.197645597,-0.10170084,5.095944757,-0.472799784
Ricky Rubio,rubiori01,2012,2760,1404,-0.074729734,3.326799296,3.252069562,4.301304623,4.301304623,0,0.285227402,3.699232327,3.984459728,0.040754957
Brandon Rush,rushbr01,2012,3340,1717,1.08405242,-1.850081271,-0.766028851,1.72419256,1.72419256,0,0.714677936,-2.366833268,-1.652155332,-0.732901458
Walker Russell,russewa02,2012,671,357,-3.782651435,-1.321778401,-5.104429836,-0.430316435,-0.430316435,0,-3.73757344,-1.655110296,-5.392683737,0.318135225
John Salmons,salmojo01,2012,2494,1250,-2.192015383,-0.621245809,-2.813261191,-0.040331903,-0.040331903,0,-2.294848499,-0.811984345,-3.106832843,-0.029578523
Samardo Samuels,samuesa01,2012,1587,825,-4.347002433,0.133608815,-4.213393619,-0.619178939,-0.619178939,0,-4.358592411,-0.121997205,-4.480589615,0.481963401
Larry Sanders,sandela01,2012,1270,643,-3.291542729,3.806315502,0.514772774,1.082518228,1.082518228,0,-3.113322092,3.885791625,0.772469534,0.989994705
Brian Scalabrine,scalabr01,2012,229,122,-1.179610199,0.452209807,-0.727400392,0.125877793,0.125877793,0,-1.207038048,-0.955801172,-2.16283922,-0.012988088
Luis Scola,scolalu01,2012,3994,2067,-1.47254922,-0.365160203,-1.837709423,0.961911345,0.961911345,0,-1.328702951,-0.324627283,-1.653330234,-0.016813034
Thabo Sefolosha,sefolth01,2012,2642,1360,-0.878538752,2.854876272,1.97633752,3.353507698,1.706289966,1.647217732,-0.887879865,2.595709608,1.707829743,0.205503013
Josh Selby,selbyjo01,2012,454,237,-5.557534264,-2.640937433,-8.198471698,-0.663699373,-0.663699373,0,-5.521243992,-4.17429908,-9.695543072,0.581007259
Kevin Seraphin,serapke01,2012,2292,1176,-2.3072208,0.679245613,-1.627975187,0.671223429,0.671223429,0,-2.494736806,0.21414432,-2.280592486,-0.272449309
Ramon Sessions,sessira01,2012,3986,2087,0.81352774,-1.650083842,-0.836556102,2.022312058,2.244838271,-0.222526212,0.44976137,-1.648889612,-1.199128242,0.03837839
Iman Shumpert,shumpim01,2012,3384,1724,-0.962612017,1.260679734,0.298067717,2.697595566,2.728079282,-0.030483716,-0.747056145,1.953759934,1.206703789,0.741110375
Xavier Silas,silasxa01,2012,81,43,-2.376275998,-2.672554659,-5.048830657,-0.048079985,-0.094113566,0.046033581,-2.4204553,-3.169217076,-5.589672375,1.058887018
Bobby Simmons,simmobo01,2012,846,450,-2.148774044,-1.110558479,-3.259332523,-0.119690075,-0.081017972,-0.038672104,-2.217170848,-1.361082744,-3.578253592,0.746800408
Chris Singleton,singlch01,2012,2789,1431,-2.487239098,2.829617366,0.342378268,2.27596478,2.27596478,0,-2.527712066,3.021777984,0.494065919,0.745731231
James Singleton,singlja01,2012,511,262,2.026240573,0.040408225,2.066648799,0.642300027,0.642300027,0,1.550870862,0.277793163,1.828664025,-0.222750834
Brian Skinner,skinnbr01,2012,8,4,-10.48389357,-2.467256044,-12.95114961,-0.021224851,-0.021224851,0,-10.6834997,-1.777999859,-12.46149955,1.802543577
Donald Sloan,sloando01,2012,1284,669,-2.817908219,-3.333357566,-6.151265784,-1.157375027,-1.157375027,0,-3.143961235,-3.440969179,-6.584930414,-0.24434448
Craig Smith,smithcr01,2012,892,464,-2.008187429,-1.212360425,-3.220547855,-0.111734101,-0.111734101,0,-2.369970675,-1.548756694,-3.918727368,0.28186708
Greg Smith,smithgr02,2012,133,69,-2.010347193,0.511869622,-1.49847757,0.044725758,0.044725758,0,-2.573582188,1.893032662,-0.680549526,1.398965447
Ish Smith,smithis01,2012,453,239,-2.433687205,0.485788114,-1.94789909,0.09613028,0.091481289,0.004648991,-2.533693999,0.10640886,-2.427285139,0.082790889
Jason Smith,smithja02,2012,1762,947,-0.550486829,0.908278576,0.357791747,1.499691847,1.499691847,0,-0.75816681,0.837675231,0.079508422,-0.114823513
Jerry Smith,smithje01,2012,87,46,-2.172841085,1.591326175,-0.58151491,0.051705192,0.051705192,0,-1.597638206,3.142596001,1.544957795,1.474527786
Josh Smith,smithjo03,2012,4790,2525,0.164200712,3.577310053,3.741510765,8.354590641,8.005903199,0.348687441,0.764479524,3.442351846,4.20683137,-0.130865427
JR Smith,smithjr01,2012,2219,1142,1.759144975,0.570588042,2.329733016,2.950684608,2.97659159,-0.025906982,2.030999777,1.135714229,3.166714006,0.887913465
Nolan Smith,smithno01,2012,1040,541,-3.636389726,-2.539302535,-6.175692261,-0.951354907,-0.951354907,0,-3.596736353,-2.797144641,-6.393880994,0.566623577
Marreese Speights,speigma01,2012,2759,1445,-2.41918812,-1.289463224,-3.708651344,-0.690625295,-0.887413863,0.196788568,-2.475454146,-1.427774786,-3.903228932,-0.203917922
Tiago Splitter,splitti01,2012,2522,1289,0.703275404,0.114027087,0.81730249,2.35472827,2.164869474,0.189858796,0.668574845,0.065114814,0.733689658,0.200987258
Jerry Stackhouse,stackje01,2012,519,273,-1.822814151,0.177672368,-1.645141783,0.153716892,0.153716892,0,-1.796130719,-1.334021304,-3.130152022,-0.103724754
Lance Stephenson,stephla01,2012,867,454,-3.575605491,-1.005775343,-4.581380834,-0.438228495,-0.294439396,-0.143789098,-3.450925512,-2.055593327,-5.506518839,0.535267989
DeShawn Stevenson,stevede01,2012,1823,960,-3.131134118,-0.14756839,-3.278702507,-0.25984522,-0.25984522,0,-3.339511961,-0.909840727,-4.249352687,0.317743668
Greg Stiemsma,stiemgr01,2012,1724,909,-3.21315103,4.366000062,1.152849032,1.832050416,1.581061421,0.250988994,-3.286550592,4.551401128,1.264850535,0.78769249
Julyan Stone,stoneju01,2012,365,184,0.910121473,-0.558099239,0.352022234,0.291313136,0.260377976,0.03093516,0.165187955,-1.201264671,-1.036076716,0.105340184
Amar'e Stoudemire,stoudam01,2012,3285,1682,-1.791200088,-1.34883135,-3.140031438,-0.317399352,-0.466444702,0.14904535,-1.612315864,-1.035438981,-2.647754845,-0.078230187
Rodney Stuckey,stuckro01,2012,3090,1644,3.101224546,-0.571067544,2.530157002,4.42586943,4.42586943,0,2.447678402,-0.488739392,1.95893901,-0.061754233
DaJuan Summers,summeda01,2012,389,209,-1.251104698,-0.827036771,-2.078141469,0.07251517,0.07251517,0,-1.544530053,-0.425575647,-1.9701057,1.126240926
Jeff Teague,teaguje01,2012,4566,2408,1.417585492,0.858977873,2.276563365,6.192747886,5.574735863,0.618012023,1.333016556,1.496900416,2.829916973,-0.02834418
Sebastian Telfair,telfase01,2012,1746,895,-0.751660473,-0.816796566,-1.568457039,0.545583709,0.545583709,0,-0.475268796,-0.252128183,-0.727396979,1.036764704
Jason Terry,terryja01,2012,4117,2139,1.435480677,-1.888849052,-0.453368375,2.501210741,2.477461391,0.02374935,1.576800727,-1.719648554,-0.142847827,-0.169196292
Hasheem Thabeet,thabeha01,2012,267,139,-3.377598144,-1.822230758,-5.199828903,-0.173607487,-0.173607487,0,-3.871285881,-2.407436049,-6.27872193,0.394333057
Isaiah Thomas,thomais02,2012,3305,1656,3.305439994,-2.456729276,0.848710718,3.036889135,3.036889135,0,2.850396227,-2.138089229,0.712306999,-0.11025175
Kurt Thomas,thomaku01,2012,1543,803,-4.491498185,2.235246163,-2.256252022,0.203410177,0.203410177,0,-4.582641223,2.118957845,-2.463683378,0.514188843
Lance Thomas,thomala01,2012,1172,630,-2.368231048,-1.734243823,-4.102474871,-0.435138681,-0.435138681,0,-2.880151647,-1.687000438,-4.567152085,0.088818487
Malcolm Thomas,thomama01,2012,29,15,-5.527793962,2.085580303,-3.442213659,-0.005219368,-0.005219368,0,-5.068478462,0.994275368,-4.074203095,-1.36225888
Tyrus Thomas,thomaty01,2012,1945,1013,-5.155922194,-0.313313992,-5.469236186,-1.412516351,-1.412516351,0,-5.089278365,0.272906717,-4.816371648,0.468292036
Jason Thompson,thompja02,2012,3307,1657,0.685239471,-0.145397254,0.539842217,2.768368134,2.768368134,0,0.210883398,-0.16002541,0.050857988,-0.427317146
Klay Thompson,thompkl01,2012,3128,1608,1.0025759,-1.837415578,-0.834839678,1.578459019,1.578459019,0,1.099362439,-1.707220701,-0.607858262,0.426630265
Mychel Thompson,thompmy02,2012,183,95,-3.549807823,-1.322739106,-4.872546929,-0.103220949,-0.103220949,0,-3.829615573,-1.72837753,-5.557993103,0.308101534
Tristan Thompson,thomptr01,2012,2740,1424,-2.723031341,-2.256068513,-4.979099854,-1.612336032,-1.612336032,0,-2.750481911,-2.130816773,-4.881298684,-0.408311505
Trey Thompkins,thomptr02,2012,224,119,-4.932747982,-1.443284329,-6.376032311,-0.221049347,-0.221049347,0,-4.31785505,-2.73403348,-7.05188853,0.377182952
Marcus Thornton,thornma01,2012,3552,1780,2.878034706,-1.511367196,1.36666751,3.742643084,3.742643084,0,2.951795464,-0.823988691,2.127806772,0.100458298
Jamaal Tinsley,tinslja01,2012,1102,572,-1.445845875,-1.985788489,-3.431634363,-0.20285745,-0.077156178,-0.125701272,-1.574103314,-2.586070072,-4.160173386,0.28605729
Anthony Tolliver,tollian01,2012,1734,882,-1.505437519,-0.309333626,-1.814771145,0.422781498,0.422781498,0,-1.836898611,-0.630770329,-2.46766894,0.423929847
Ronny Turiaf,turiaro01,2012,762,400,-3.325714095,0.969365232,-2.356348863,0.071238908,0.195445232,-0.124206323,-3.25326981,1.213737044,-2.039532766,0.845576264
Hedo Turkoglu,turkohe01,2012,3396,1815,-0.092174747,-0.72572506,-0.817899807,1.798565364,1.735842418,0.062722946,0.035000968,-0.638279797,-0.603278829,0.513657156
Evan Turner,turneev01,2012,4075,2162,-2.498384495,-0.855386704,-3.353771199,-0.674931465,-0.415202247,-0.259729218,-2.573346138,-1.004829479,-3.578175617,-0.093582143
Jeremy Tyler,tylerje01,2012,1105,568,-4.976538047,-1.299527924,-6.276065972,-1.027621774,-1.027621774,0,-4.599524278,-1.277766507,-5.877290785,0.523325363
Edwin Ubiles,ubileed01,2012,101,52,-2.937012458,-1.206557067,-4.143569526,-0.036703209,-0.036703209,0,-3.287447457,-2.545938374,-5.833385831,-0.671296139
Ekpe Udoh,udohek01,2012,2523,1290,-2.428410682,2.332101257,-0.096309424,1.744250377,1.744250377,0,-2.46569324,2.255939381,-0.209753858,0.343154207
Beno Udrih,udrihbe01,2012,2132,1080,1.127357718,-0.103974961,1.023382757,2.07264581,2.07264581,0,0.528636063,-0.949733459,-0.421097396,-0.290860746
Ben Uzoh,uzohbe01,2012,697,370,-2.047561491,1.448503013,-0.599058478,0.403461938,0.403461938,0,-2.220394092,1.536396403,-0.683997689,-0.194124122
Anderson Varejao,varejan01,2012,1510,785,0.419660485,1.16002635,1.579686836,1.72352369,1.72352369,0,0.521930505,1.689855991,2.211786497,-0.561655475
Greivis Vasquez,vasqugr01,2012,3174,1706,1.416897356,-0.551345926,0.86555143,3.149072669,3.149072669,0,1.042944874,-0.790536402,0.252408472,0.061402261
Jan Vesely,veselja01,2012,2101,1078,-1.836117647,0.94634775,-0.889769897,1.027991614,1.027991614,0,-2.104113536,1.052901814,-1.051211722,0.439878655
Charlie Villanueva,villach01,2012,338,180,0.568635305,-0.439477481,0.129157823,0.268619274,0.268619274,0,1.411844332,0.141828434,1.553672766,1.470058895
Nikola Vucevic,vucevni01,2012,1541,815,-2.646898748,1.58224407,-1.064654678,0.7020003,0.720200218,-0.018199918,-2.541252609,1.398545711,-1.142706897,0.075706266
Dwyane Wade,wadedw01,2012,4805,2532,4.299322523,2.442983368,6.742305891,12.34222149,8.295466567,4.046754924,4.408232022,2.397469292,6.805701314,-0.19827165
Von Wafer,wafervo01,2012,891,475,-2.216715656,-2.245627055,-4.462342712,-0.41608733,-0.401589928,-0.014497402,-2.6077637,-3.227640896,-5.835404596,0.069197352
Bill Walker,walkebi01,2012,1218,620,-1.454198863,-0.133843448,-1.588042311,0.37288082,0.37288082,0,-1.516541879,-0.031461369,-1.548003248,1.338123805
Kemba Walker,walkeke02,2012,3440,1792,-1.217930331,-1.460926749,-2.67885708,0.064928276,0.064928276,0,-1.139301864,-1.256356759,-2.395658624,-0.164924499
Ben Wallace,wallabe01,2012,1842,980,-3.840730778,4.224022,0.383291223,1.556405681,1.556405681,0,-3.773312525,3.268450007,-0.504862518,-0.602890773
Gerald Wallace,wallage01,2012,3976,2076,0.188771259,2.214212731,2.40298399,5.487482372,5.487482372,0,0.233422055,2.245459665,2.47888172,0.502695335
John Wall,walljo01,2012,4651,2386,0.580738275,0.09613958,0.676877855,4.155287163,4.155287163,0,0.426218046,0.159648094,0.585866139,-0.362586369
Luke Walton,waltolu01,2012,699,364,-4.329436509,-2.048558779,-6.377995288,-0.676687205,-0.676687205,0,-4.62188334,-2.739524629,-7.36140797,0.744009687
Hakim Warrick,warriha01,2012,982,503,-2.890438317,-3.052747223,-5.94318554,-0.817035399,-0.817035399,0,-2.832200194,-3.742516474,-6.574716668,-0.274270596
Darryl Watkins,watkida01,2012,182,98,-3.859900937,0.834572497,-3.025328441,-0.013932521,-0.013932521,0,-3.411640932,1.392623447,-2.019017485,1.115011173
C.J. Watson,watsocj01,2012,2480,1323,0.103680573,-1.492125885,-1.388445312,0.923175698,0.88300129,0.040174407,0.559616125,-0.890186838,-0.330570713,0.387408981
Earl Watson,watsoea01,2012,1990,1033,-1.422134358,1.268845031,-0.153289327,1.374417914,1.374417914,0,-1.385937423,1.154124452,-0.231812971,0.395187709
Martell Webster,webstma02,2012,2241,1140,-0.578049866,-0.795964891,-1.374014757,0.800432498,0.800432498,0,-0.883100553,-0.719187151,-1.602287704,0.013957197
Russell Westbrook,westbru01,2012,6032,3098,4.427224611,0.114132545,4.541357157,11.61815952,8.508281841,3.10987768,5.022908637,0.524944713,5.54785335,-0.03944713
David West,westda01,2012,4450,2341,0.376250177,1.055137082,1.431387258,4.995866233,4.128760642,0.867105592,0.370381591,0.970117735,1.340499326,-0.430835914
Delonte West,westde01,2012,2210,1148,-1.278422658,1.490280386,0.211857728,1.737946946,1.613806986,0.12413996,-1.191833992,1.371752025,0.179918033,-0.030282931
DJ White,whitedj01,2012,2108,1098,-3.202328473,-2.157376982,-5.359705455,-1.456596641,-1.456596641,0,-3.641682379,-2.182576853,-5.824259232,-0.338544258
Hassan Whiteside,whiteha01,2012,218,109,-2.785933681,1.160357411,-1.62557627,0.062099621,0.062099621,0,-3.054262272,-0.011905601,-3.066167872,-0.637429462
Chris Wilcox,wilcoch01,2012,916,481,-2.512984314,-0.248330216,-2.761314529,-0.002789362,-0.002789362,0,-2.652128039,-0.200593954,-2.852721993,0.422622283
Damien Wilkins,wilkida02,2012,1733,922,-3.291314632,0.730134671,-2.56117996,0.088987981,0.088987981,0,-3.732614678,0.215107146,-3.517507532,0.172807269
Deron Williams,willide01,2012,3795,1999,3.723882137,-2.065503047,1.65837909,4.503126412,4.503126412,0,3.922350836,-1.739614268,2.182736568,0.145129
Derrick Williams,willide02,2012,2788,1418,-2.253039092,-0.996889833,-3.249928925,-0.361932841,-0.361932841,0,-1.950337534,-1.325151225,-3.275488759,0.064462897
Elliot Williams,williel01,2012,286,149,1.95499893,-0.714682114,1.240316816,0.308306725,0.308306725,0,1.908065236,-1.033974537,0.874090699,1.511147502
Jordan Williams,willijo03,2012,1206,635,-0.966537424,-0.626466471,-1.593003895,0.373810162,0.373810162,0,-1.359017738,-0.785930066,-2.144947804,-0.25375662
Lou Williams,willilo02,2012,3847,2040,2.997904175,-0.421385974,2.576518201,5.554134345,4.817863923,0.736270422,2.9135105,-0.394723218,2.518787283,-0.119736325
Mo Williams,willima01,2012,3196,1701,1.205042253,-2.42051654,-1.215474286,1.336297941,1.253113425,0.083184517,1.365126583,-2.366213456,-1.001086873,0.157314994
Marvin Williams,willima02,2012,3120,1645,0.809518211,0.146004806,0.955523017,3.103158391,2.834922224,0.268236167,0.59924349,0.134914354,0.734157844,-0.434848091
Reggie Williams,willire02,2012,1434,747,0.276927216,-2.836319489,-2.559392273,0.072564295,0.072564295,0,0.042667809,-2.919551,-2.876883191,-0.10171169
Sean Williams,willise01,2012,216,113,-0.264463306,-0.443512682,-0.707975988,0.113428086,0.168050122,-0.054622036,-0.668537574,-0.601910126,-1.2704477,0.766788818
Shelden Williams,willish02,2012,2423,1276,-2.502272987,-0.427269658,-2.929542645,-0.116833935,-0.116833935,0,-2.608615526,0.027153282,-2.581462244,-0.040338864
Shawne Williams,willish03,2012,976,514,-2.727193351,-2.014315151,-4.741508502,-0.525916092,-0.525916092,0,-2.674809632,-2.059689234,-4.734498865,0.646723597
Terrence Williams,willite01,2012,1086,550,-2.008491023,-1.730357196,-3.738848218,-0.293590403,-0.293590403,0,-2.07237734,-2.218341832,-4.290719171,0.700351783
Brandan Wright,wrighbr03,2012,1575,818,-0.033230454,1.398599769,1.365369316,1.698878287,1.82153845,-0.122660163,-0.501255888,0.732971521,0.231715633,-0.64004111
Chris Wright,wrighch01,2012,362,186,0.213208014,-0.03100068,0.182207333,0.277616609,0.277616609,0,-0.611257923,-0.730495717,-1.341753641,-0.212958861
Dorell Wright,wrighdo01,2012,3209,1650,1.464553464,-0.635630647,0.828922817,3.012249535,3.012249535,0,1.556485334,-0.653915241,0.902570094,-0.01824
Nick Young,youngni01,2012,3709,1929,-0.127897746,-2.081223682,-2.209121429,0.538345539,0.277706148,0.260639392,-0.057177759,-1.83470854,-1.891886299,1.494250919
Sam Young,youngsa01,2012,721,379,-4.40042471,0.437310587,-3.963114124,-0.242020904,-0.206949659,-0.035071245,-4.330522867,-0.689862065,-5.020384932,0.175502452
Thaddeus Young,youngth01,2012,3834,2032,1.101199392,0.240139426,1.341338818,4.222122742,3.911909175,0.310213567,0.91589145,0.325403566,1.241295016,-0.547445177
Quincy Acy,acyqu01,2013,651,342,0.14286096,0.744081431,0.886942391,0.637616469,0.637616469,0,-0.350423759,0.597275012,0.246851253,0.441921018
Jeff Adrien,adrieje01,2013,1375,713,-1.948567285,-0.68553432,-2.634101605,0.042100378,0.042100378,0,-2.328817523,-1.016782509,-3.345600031,-0.133120893
Arron Afflalo,afflaar01,2013,4482,2307,-0.379040341,-2.659854332,-3.038894672,-0.339785596,-0.339785596,0,-0.508147992,-2.308671028,-2.816819019,-0.069136008
Josh Akognon,akognjo01,2013,18,9,3.063245911,-3.358862672,-0.295616761,0.011587945,0.011587945,0,2.276685084,-0.919371904,1.35731318,2.62626357
Cole Aldrich,aldrico01,2013,776,388,-3.829751834,-1.01619797,-4.845949804,-0.415412359,-0.415412359,0,-4.163187957,-1.33768655,-5.500874507,0.554148058
LaMarcus Aldridge,aldrila01,2013,5374,2790,0.305294019,0.958419974,1.263713993,5.669712619,5.669712619,0,0.362596363,1.058289588,1.420885951,-0.71115247
Lavoy Allen,allenla01,2013,3200,1669,-3.257378805,0.41698639,-2.840392415,-0.076596311,-0.076596311,0,-3.436115704,0.18777796,-3.248337744,-0.45356929
Ray Allen,allenra02,2013,4943,2608,2.31506015,-2.061021701,0.254038449,4.025040977,3.080055865,0.944985112,2.30300468,-1.901070702,0.401933979,-0.053629818
Tony Allen,allento01,2013,4715,2531,-1.312231172,3.391226314,2.078995141,6.315856769,4.290591676,2.025265093,-1.286747712,3.617012696,2.330264984,0.274406696
Al-Farouq Aminu,aminual01,2013,3853,2066,-1.446237739,3.099237084,1.652999345,4.628016392,4.628016392,0,-1.510498756,2.802987002,1.292488246,-0.262135629
Louis Amundson,amundlo01,2013,709,372,-3.692234049,-0.972022494,-4.664256543,-0.356808951,-0.356808951,0,-3.576396124,-0.673682526,-4.25007865,0.64564624
Alan Anderson,anderal01,2013,2848,1495,0.061952252,-2.35974491,-2.297792657,0.347399954,0.347399954,0,0.445379128,-2.315196703,-1.869817575,0.669212978
Chris Andersen,anderch01,2013,1750,927,0.897567758,1.73335243,2.630920188,2.624999002,1.082045655,1.542953347,0.519894751,1.66216319,2.182057941,0.204583973
James Anderson,anderja01,2013,845,419,0.74138145,-0.079692622,0.661688828,0.734619827,0.754374825,-0.019754999,0.344982622,-1.197024589,-0.852041967,0.989489821
Ryan Anderson,anderry01,2013,4668,2503,3.017537643,-3.257991763,-0.240454121,3.202271197,3.202271197,0,3.551147314,-2.56161889,0.989528425,-0.072502894
Carmelo Anthony,anthoca01,2013,5575,2963,3.717960149,-2.082130046,1.635830103,6.619643742,6.362543303,0.257100439,4.352629501,-1.626877025,2.725752476,0.203158611
Joel Anthony,anthojo01,2013,1213,637,-4.136002064,0.940466912,-3.195535152,-0.145353862,-0.116852556,-0.028501305,-4.278205426,-0.187982025,-4.466187451,-0.533892218
Trevor Ariza,arizatr01,2013,2858,1471,-0.465573399,2.041765386,1.576191987,3.244787441,3.244787441,0,-0.338574508,1.672363036,1.333788528,-0.058434353
Metta World Peace,artesro01,2013,5196,2614,0.833761315,1.954969897,2.788731212,7.414116259,7.347586269,0.06652999,1.16055133,2.312101142,3.472652471,0.369343258
Darrell Arthur,arthuda01,2013,2133,1145,-2.787789014,-1.954559373,-4.742348388,-1.172868676,-1.028318403,-0.144550274,-2.82045798,-1.7304989,-4.55095688,0.387187126
Omer Asik,asikom01,2013,5406,2672,-1.646461189,2.963645838,1.317184648,5.539283721,4.994084125,0.545199596,-1.561905229,2.426749335,0.864844106,-0.38841713
D.J. Augustin,augusdj01,2013,2911,1542,-0.180936007,-1.68505566,-1.865991667,0.700748946,0.533828749,0.166920197,-0.467774617,-2.024058422,-2.491833038,-0.067861441
Gustavo Ayon,ayongu01,2013,1447,741,-1.968216439,0.34074835,-1.627468089,0.417101109,0.423125286,-0.006024177,-2.273620748,0.219818642,-2.053802106,0.543660722
Luke Babbitt,babbilu01,2013,1406,730,-1.142726318,-1.075357443,-2.218083761,0.20022013,0.20022013,0,-0.821800443,-1.427620572,-2.249421015,0.991629418
Leandro Barbosa,barbole01,2013,991,513,-0.62633258,-1.018692492,-1.645025072,0.289962433,0.289962433,0,-0.95275084,-1.142741283,-2.095492123,0.242881911
J.J. Barea,bareajo01,2013,3350,1713,0.333169278,-2.096221767,-1.763052489,0.86445953,0.86445953,0,0.305487737,-2.273277888,-1.967790151,0.204481061
Andrea Bargnani,bargnan01,2013,1911,1003,-2.679157679,-1.883589383,-4.562747062,-0.928233327,-0.928233327,0,-1.973710007,-2.074219062,-4.047929069,0.059736024
Harrison Barnes,barneha02,2013,5011,2519,-0.997505486,0.499086433,-0.498419054,2.930939703,1.602844569,1.328095134,-1.074512515,0.050855018,-1.023657497,-0.164055036
Matt Barnes,barnema02,2013,4251,2220,2.237540957,0.579290571,2.816831528,6.368882425,5.804607004,0.56427542,2.343661211,0.948006114,3.291667325,0.6416628
Earl Barron,barroea01,2013,307,159,-5.005764925,0.145615899,-4.860149025,-0.172250236,-0.172250236,0,-4.621474241,0.53692337,-4.08455087,0.452559193
Will Barton,bartowi01,2013,1722,894,-4.485684937,-1.117287227,-5.602972164,-1.304480511,-1.304480511,0,-4.386222399,-2.012236395,-6.398458794,0.227965762
Brandon Bass,bassbr01,2013,4701,2443,-2.228068137,-0.885020808,-3.113088945,-0.437160561,-0.574252714,0.137092152,-2.50999856,-0.731659958,-3.241658518,-0.515226238
Shane Battier,battish01,2013,4135,2178,0.924194848,0.427346226,1.351541074,4.581113197,3.859526185,0.721587013,0.854212856,0.235723772,1.089936627,0.151754128
Nicolas Batum,batumni01,2013,5406,2807,2.041035966,-0.007549564,2.033486403,6.825323458,6.825323458,0,2.122092294,0.021084867,2.143177162,-0.3432633
Jerryd Bayless,bayleje01,2013,3884,2085,-0.069129537,-1.043612633,-1.112742171,1.7574623,1.521917241,0.235545059,-0.042035863,-0.935143536,-0.9771794,0.468819024
Aron Baynes,baynear01,2013,323,164,-3.961307682,0.012498136,-3.948809546,-0.099782583,-0.103600888,0.003818305,-4.037799808,-0.522921395,-4.560721204,0.581047036
Kent Bazemore,bazemke01,2013,564,283,-3.458409046,0.375934551,-3.082474495,-0.055882567,0.089811057,-0.145693624,-2.942737362,-0.382843555,-3.325580917,1.267611063
Bradley Beal,bealbr01,2013,3390,1745,-0.089040245,0.180285054,0.091244809,2.527024384,2.527024384,0,-0.17034011,0.378980228,0.208640119,-0.093230472
Michael Beasley,beaslmi01,2013,3059,1554,-4.310694579,-2.572911154,-6.883605733,-3.279589453,-3.279589453,0,-3.999225981,-3.268784249,-7.268010231,0.064112499
Rodrigue Beaubois,beaubro01,2013,1089,549,-1.298805455,-1.156844712,-2.455650167,0.082917296,0.082917296,0,-1.323640388,-1.384929095,-2.708569482,0.530704144
Marco Belinelli,belinma01,2013,4141,2207,-0.511983624,-1.803058617,-2.315042241,0.508062204,0.133042188,0.375020016,-0.761830841,-1.716380876,-2.478211717,0.146910608
Patrick Beverley,beverpa01,2013,1844,913,1.900183149,1.499724589,3.399907737,2.894080962,2.19490368,0.699177281,1.675955421,1.725767009,3.401722431,0.244101951
Andris Biedrins,biedran01,2013,1020,512,-4.967706447,2.538294846,-2.429411601,0.084487903,0.085369907,-0.000882004,-5.171809195,2.81478645,-2.357022745,0.885101249
Chauncey Billups,billuch01,2013,1015,533,1.254639653,-2.495307991,-1.240668338,0.391688915,0.642065921,-0.250377006,1.244899816,-3.011964618,-1.767064802,0.193910517
Bismack Biyombo,biyombi01,2013,4215,2186,-3.714714836,-0.753870374,-4.46858521,-1.903784801,-1.903784801,0,-3.81483163,-0.607176024,-4.422007654,-0.628954421
DeJuan Blair,blairde01,2013,1832,927,-1.632721717,1.311511434,-0.321210283,1.197726797,0.637174893,0.560551904,-1.490531228,1.530361207,0.03982998,0.470134933
Steve Blake,blakest01,2013,2483,1250,0.049101781,-0.494743259,-0.445641478,1.475123995,1.293449817,0.181674179,-0.077567626,-0.271525703,-0.349093329,-0.160825816
Andray Blatche,blatcan01,2013,3167,1693,0.04968771,1.232846319,1.282534029,3.494496255,3.343069733,0.151426523,0.490192369,1.212413159,1.702605527,0.166936856
Eric Bledsoe,bledser01,2013,3161,1650,-0.228981922,2.638170843,2.409188921,4.352461965,4.014609954,0.337852011,0.142487104,2.181711764,2.324198869,-0.082903214
Keith Bogans,boganke01,2013,2678,1431,-1.057046905,-1.142801615,-2.19984852,0.400767469,0.48051246,-0.079744991,-1.256370543,-1.389132538,-2.645503081,0.433187144
Andrew Bogut,bogutan01,2013,2213,1113,-2.455237968,2.458109626,0.002871658,1.575426523,0.946395601,0.629030922,-2.335537825,2.175381032,-0.160156793,-0.462548425
Matt Bonner,bonnema01,2013,2308,1176,0.313791352,-0.680709854,-0.366918502,1.457540227,0.900285106,0.557255122,0.090208232,-0.740547746,-0.650339514,-0.025085462
Trevor Booker,booketr01,2013,1723,887,-0.998651827,-0.452047399,-1.450699227,0.587160169,0.587160169,0,-1.330368505,-0.047293838,-1.377662344,-0.132216082
